ID,NON,n0,n1,n2,n3,n4,n5,n6,n7
66014,8,19270,82297,34015,18144,52055,82298,70247,30095
66015,8,2019,9572,9596,2018,30095,70247,82298,52055
66016,8,2017,19270,82297,9571,9592,70244,82299,9617
66017,8,19270,18144,34015,82297,70244,33894,75627,82299
66018,8,9571,82297,34015,9559,9617,82299,75627,9591
66019,8,2007,33894,70244,9592,9591,75627,82299,9617
66020,8,837,16359,82300,26757,838,16389,82301,44868
66021,8,16359,16354,23089,82300,16389,16360,68565,82301
66022,8,26757,82300,23089,17792,44868,82301,68565,26755
66023,8,839,16360,16389,838,26755,68565,82301,44868
66024,8,17792,23089,82300,26757,23087,39546,82302,75064
66025,8,23089,16354,16359,82300,39546,16373,16406,82302
66026,8,26757,82300,16359,837,75064,82302,16406,16372
66027,8,16352,16373,39546,23087,16372,16406,82302,75064
66028,8,18032,27601,82303,29623,33255,80505,82304,63778
66029,8,27601,1512,9623,82303,80505,1511,9640,82304
66030,8,29623,82303,9623,2043,63778,82304,9640,9624
66031,8,1510,1511,80505,33255,9624,9640,82304,63778
66032,8,18032,29623,82303,27601,32730,71499,82305,66167
66033,8,29623,2043,9623,82303,71499,34077,75398,82305
66034,8,27601,82303,9623,1512,66167,82305,75398,33616
66035,8,18156,34077,71499,32730,33616,75398,82305,66167
66036,8,4902,31220,82306,4943,4941,55069,82307,4988
66037,8,31220,17701,23288,82306,55069,31219,68968,82307
66038,8,4943,82306,23288,627,4988,82307,68968,4942
66039,8,4907,31219,55069,4941,4942,68968,82307,4988
66040,8,4902,4943,82306,31220,32772,65007,82308,64975
66041,8,4943,627,23288,82306,65007,33451,68982,82308
66042,8,31220,82306,23288,17701,64975,82308,68982,31001
66043,8,17694,33451,65007,32772,31001,68982,82308,64975
66044,8,16421,16443,82309,19745,16460,16513,82310,35785
66045,8,16443,16425,28627,82309,16513,16454,78689,82310
66046,8,19745,82309,28627,18604,35785,82310,78689,19860
66047,8,16418,16454,16513,16460,19860,78689,82310,35785
66048,8,18604,28627,82309,19745,31318,82311,82312,55375
66049,8,28627,16425,16443,82309,82311,16442,16493,82312
66050,8,19745,82309,16443,16421,55375,82312,16493,16441
66051,8,16426,16442,82311,31318,16441,16493,82312,55375
66052,8,17220,34548,82313,17238,17262,80270,82314,17337
66053,8,34548,18642,30629,82313,80270,32406,59445,82314
66054,8,17238,82313,30629,879,17337,82314,59445,17289
66055,8,17226,32406,80270,17262,17289,59445,82314,17337
66056,8,879,30629,82313,17238,31959,72643,82315,57574
66057,8,30629,18642,34548,82313,72643,22446,80265,82315
66058,8,17238,82313,34548,17220,57574,82315,80265,31958
66059,8,17841,22446,72643,31959,31958,80265,82315,57574
66060,8,16541,33632,82316,32384,32829,66327,82317,65057
66061,8,33632,18633,31116,82316,66327,33623,77618,82317
66062,8,32384,82316,31116,17816,65057,82317,77618,19598
66063,8,18629,33623,66327,32829,19598,77618,82317,65057
66064,8,16541,32384,82316,33632,16563,66305,82318,66321
66065,8,32384,17816,31116,82316,66305,27010,54787,82318
66066,8,33632,82316,31116,18633,66321,82318,54787,31118
66067,8,3706,27010,66305,16563,31118,54787,82318,66321
66068,8,3329,3330,82319,33008,14729,14747,82320,69455
66069,8,3330,225,31095,82319,14747,3311,74951,82320
66070,8,33008,82319,31095,18103,69455,82320,74951,28450
66071,8,3312,3311,14747,14729,28450,74951,82320,69455
66072,8,3329,33008,82319,3330,14858,67859,82321,14883
66073,8,33008,18103,31095,82319,67859,19458,54718,82321
66074,8,3330,82319,31095,225,14883,82321,54718,3351
66075,8,3350,19458,67859,14858,3351,54718,82321,14883
66076,8,17805,20040,82322,20072,31369,82323,82324,77273
66077,8,20040,16850,16864,82322,82323,19532,45289,82324
66078,8,20072,82322,16864,16853,77273,82324,45289,27008
66079,8,17816,19532,82323,31369,27008,45289,82324,77273
66080,8,16853,16864,82322,20072,16880,16928,82325,36020
66081,8,16864,16850,20040,82322,16928,16887,35984,82325
66082,8,20072,82322,20040,17805,36020,82325,35984,20039
66083,8,16847,16887,16928,16880,20039,35984,82325,36020
66084,8,17538,20333,82326,25078,28104,54791,82327,77327
66085,8,20333,243,27167,82326,54791,3799,48689,82327
66086,8,25078,82326,27167,17478,77327,82327,48689,23231
66087,8,246,3799,54791,28104,23231,48689,82327,77327
66088,8,17538,25078,82326,20333,20334,59609,82328,36304
66089,8,25078,17478,27167,82326,59609,27166,45572,82328
66090,8,20333,82326,27167,243,36304,82328,45572,20332
66091,8,17497,27166,59609,20334,20332,45572,82328,36304
66092,8,82,1360,82329,29471,7539,7575,82331,67046
66093,8,1360,1361,34698,82329,7575,7552,82330,82331
66094,8,29471,82329,34698,17981,67046,82331,82330,33108
66095,8,1382,7552,7575,7539,33108,82330,82331,67046
66096,8,82,29471,82329,1360,1336,50529,82333,7808
66097,8,29471,17981,34698,82329,50529,29472,82332,82333
66098,8,1360,82329,34698,1361,7808,82333,82332,7779
66099,8,1335,29472,50529,1336,7779,82332,82333,7808
66100,8,17982,29522,82334,31307,31306,62993,82335,55342
66101,8,29522,17981,34698,82334,62993,33108,82330,82335
66102,8,31307,82334,34698,1361,55342,82335,82330,7552
66103,8,1382,33108,62993,31306,7552,82330,82335,55342
66104,8,17982,31307,82334,29522,33891,75317,82336,69853
66105,8,31307,1361,34698,82334,75317,7779,82332,82336
66106,8,29522,82334,34698,17981,69853,82336,82332,29472
66107,8,1335,7779,75317,33891,29472,82332,82336,69853
66108,8,17061,17093,82337,27132,17080,17114,82338,45502
66109,8,17093,17062,32485,82337,17114,17075,59768,82338
66110,8,27132,82337,32485,18638,45502,82338,59768,27102
66111,8,17056,17075,17114,17080,27102,59768,82338,45502
66112,8,17900,28864,82339,22749,21667,66773,82340,39117
66113,8,28864,1159,6880,82339,66773,33682,81171,82340
66114,8,22749,82339,6880,6827,39117,82340,81171,22748
66115,8,17901,33682,66773,21667,22748,81171,82340,39117
66116,8,17900,22749,82339,28864,25783,82049,82341,49136
66117,8,22749,6827,6880,82339,82049,6863,6924,82341
66118,8,28864,82339,6880,1159,49136,82341,6924,6881
66119,8,1079,6863,82049,25783,6881,6924,82341,49136
66120,8,17881,31829,82342,34699,30486,57109,82344,82343
66121,8,31829,1008,6279,82342,57109,25116,42268,82344
66122,8,34699,82342,6279,1033,82343,82344,42268,25115
66123,8,17880,25116,57109,30486,25115,42268,82344,82343
66124,8,1033,6279,82342,34699,1034,6301,82346,82345
66125,8,6279,1008,31829,82342,6301,1007,63146,82346
66126,8,34699,82342,31829,17881,82345,82346,63146,31588
66127,8,68,1007,6301,1034,31588,63146,82346,82345
66128,8,17881,34699,82347,34700,30486,82343,82349,82348
66129,8,34699,1033,6516,82347,82343,25115,43683,82349
66130,8,34700,82347,6516,1075,82348,82349,43683,26036
66131,8,17880,25115,82343,30486,26036,43683,82349,82348
66132,8,1075,6516,82347,34700,1074,6552,82351,82350
66133,8,6516,1033,34699,82347,6552,1034,82345,82351
66134,8,34700,82347,34699,17881,82350,82351,82345,31588
66135,8,68,1034,6552,1074,31588,82345,82351,82350
66136,8,6822,6857,82352,33704,6856,6908,82353,66971
66137,8,6857,1075,34700,82352,6908,1074,82350,82353
66138,8,33704,82352,34700,17881,66971,82353,82350,31588
66139,8,68,1074,6908,6856,31588,82350,82353,66971
66140,8,1165,6890,82354,32920,6893,6937,82356,80431
66141,8,6890,6826,34701,82354,6937,6860,82355,82356
66142,8,32920,82354,34701,17930,80431,82356,82355,34550
66143,8,6822,6860,6937,6893,34550,82355,82356,80431
66144,8,1165,32920,82354,6890,1164,69161,82358,6935
66145,8,32920,17930,34701,82354,69161,33913,82357,82358
66146,8,6890,82354,34701,6826,6935,82358,82357,6889
66147,8,1163,33913,69161,1164,6889,82357,82358,6935
66148,8,1142,30552,82359,6742,25374,69787,82360,50174
66149,8,30552,17924,20052,82359,69787,22700,61894,82360
66150,8,6742,82359,20052,6730,50174,82360,61894,29320
66151,8,17920,22700,69787,25374,29320,61894,82360,50174
66152,8,1142,6742,82359,30552,1143,6811,82361,53130
66153,8,6742,6730,20052,82359,6811,6738,71280,82361
66154,8,30552,82359,20052,17924,53130,82361,71280,30551
66155,8,1144,6738,6811,1143,30551,71280,82361,53130
66156,8,18136,24114,82362,25217,24115,40937,82363,42459
66157,8,24114,18488,33031,82362,40937,22188,73461,82363
66158,8,25217,82362,33031,18114,42459,82363,73461,23637
66159,8,18522,22188,40937,24115,23637,73461,82363,42459
66160,8,18136,25217,82362,24114,25218,42413,82364,66958
66161,8,25217,18114,33031,82362,42413,23678,64031,82364
66162,8,24114,82362,33031,18488,66958,82364,64031,33281
66163,8,18115,23678,42413,25218,33281,64031,82364,66958
66164,8,1159,6776,82365,33682,6757,6817,82367,66917
66165,8,6776,1150,34702,82365,6817,6775,82366,82367
66166,8,33682,82365,34702,17901,66917,82367,82366,33696
66167,8,6728,6775,6817,6757,33696,82366,82367,66917
66168,8,17904,21668,82368,21033,19493,66918,82369,55362
66169,8,21668,17901,34702,82368,66918,33696,82366,82369
66170,8,21033,82368,34702,1150,55362,82369,82366,6775
66171,8,6728,33696,66918,19493,6775,82366,82369,55362
66172,8,17904,21033,82368,21668,21030,37115,82371,67044
66173,8,21033,1150,34702,82368,37115,21035,82370,82371
66174,8,21668,82368,34702,17901,67044,82371,82370,30617
66175,8,17968,21035,37115,21030,30617,82370,82371,67044
66176,8,101,2240,82372,24655,3121,14246,82373,53853
66177,8,2240,2239,32216,82372,14246,14214,70737,82373
66178,8,24655,82372,32216,18090,53853,82373,70737,29944
66179,8,3120,14214,14246,3121,29944,70737,82373,53853
66180,8,101,24655,82372,2240,2243,68629,82374,10154
66181,8,24655,18090,32216,82372,68629,30395,58553,82374
66182,8,2240,82372,32216,2239,10154,82374,58553,10133
66183,8,2242,30395,68629,2243,10133,58553,82374,10154
66184,8,1907,1908,82375,31020,9426,9457,82377,68474
66185,8,1908,1909,34703,82375,9457,9432,82376,82377
66186,8,31020,82375,34703,18137,68474,82377,82376,33002
66187,8,1933,9432,9457,9426,33002,82376,82377,68474
66188,8,1907,31020,82375,1908,15471,54527,82379,15486
66189,8,31020,18137,34703,82375,54527,27766,82378,82379
66190,8,1908,82375,34703,1909,15486,82379,82378,15472
66191,8,1822,27766,54527,15471,15472,82378,82379,15486
66192,8,1824,15479,82380,27765,1823,15494,82381,46790
66193,8,15479,1909,34703,82380,15494,15472,82378,82381
66194,8,27765,82380,34703,18137,46790,82381,82378,27766
66195,8,1822,15472,15494,1823,27766,82378,82381,46790
66196,8,18481,31208,82382,24939,24937,55037,82384,42014
66197,8,31208,18506,34704,82382,55037,31207,82383,82384
66198,8,24939,82382,34704,14056,42014,82384,82383,24940
66199,8,18498,31207,55037,24937,24940,82383,82384,42014
66200,8,18481,24939,82382,31208,19130,80887,82387,82385
66201,8,24939,14056,34704,82382,80887,34605,82386,82387
66202,8,31208,82382,34704,18506,82385,82387,82386,34488
66203,8,18560,34605,80887,19130,34488,82386,82387,82385
66204,8,14056,34704,82388,34235,24940,82383,82390,78187
66205,8,34704,18506,34705,82388,82383,31207,82389,82390
66206,8,34235,82388,34705,18474,78187,82390,82389,30429
66207,8,18498,31207,82383,24940,30429,82389,82390,78187
66208,8,14056,34235,82388,34704,34605,80885,82392,82386
66209,8,34235,18474,34705,82388,80885,32702,82391,82392
66210,8,34704,82388,34705,18506,82386,82392,82391,34488
66211,8,18560,32702,80885,34605,34488,82391,82392,82386
66212,8,18474,34705,82393,32700,30429,82389,82394,78435
66213,8,34705,18506,34485,82393,82389,31207,78574,82394
66214,8,32700,82393,34485,18562,78435,82394,78574,34262
66215,8,18498,31207,82389,30429,34262,78574,82394,78435
66216,8,18474,32700,82393,34705,32702,60854,82395,82391
66217,8,32700,18562,34485,82393,60854,32701,78591,82395
66218,8,34705,82393,34485,18506,82391,82395,78591,34488
66219,8,18560,32701,60854,32702,34488,78591,82395,82391
66220,8,13485,13505,82396,33712,13489,13524,82397,72978
66221,8,13505,2953,34140,82396,13524,13504,71560,82397
66222,8,33712,82396,34140,18544,72978,82397,71560,28448
66223,8,2196,13504,13524,13489,28448,71560,82397,72978
66224,8,18544,34140,82396,33712,34395,82398,82399,75717
66225,8,34140,2953,13505,82396,82398,2952,13525,82399
66226,8,33712,82396,13505,13485,75717,82399,13525,13495
66227,8,2951,2952,82398,34395,13495,13525,82399,75717
66228,8,17821,23323,82400,31562,23427,40017,82401,69255
66229,8,23323,920,5896,82400,40017,5897,5949,82401
66230,8,31562,82400,5896,5818,69255,82401,5949,5866
66231,8,5815,5897,40017,23427,5866,5949,82401,69255
66232,8,17821,31562,82400,23323,23322,56175,82402,39866
66233,8,31562,5818,5896,82400,56175,20431,39591,82402
66234,8,23323,82400,5896,920,39866,82402,39591,23115
66235,8,17826,20431,56175,23322,23115,39591,82402,39866
66236,8,298,3995,82403,33429,3996,4011,82404,72158
66237,8,3995,3978,22756,82403,4011,3985,69190,82404
66238,8,33429,82403,22756,17478,72158,82404,69190,22846
66239,8,3976,3985,4011,3996,22846,69190,82404,72158
66240,8,17478,22756,82403,33429,22755,39126,82405,67071
66241,8,22756,3978,3995,82403,39126,3994,4010,82405
66242,8,33429,82403,3995,298,67071,82405,4010,297
66243,8,296,3994,39126,22755,297,4010,82405,67071
66244,8,17954,34501,82406,20449,22535,78860,82407,38867
66245,8,34501,235,25320,82406,78860,15872,54326,82407
66246,8,20449,82406,25320,17944,38867,82407,54326,22532
66247,8,1172,15872,78860,22535,22532,54326,82407,38867
66248,8,17944,25320,82406,20449,33708,78930,82408,66993
66249,8,25320,235,34501,82406,78930,27519,78932,82408
66250,8,20449,82406,34501,17954,66993,82408,78932,33707
66251,8,18786,27519,78930,33708,33707,78932,82408,66993
66252,8,2763,33838,82409,30225,33560,81742,82410,65804
66253,8,33838,18403,29254,82409,81742,24177,71773,82410
66254,8,30225,82409,29254,18903,65804,82410,71773,23566
66255,8,18901,24177,81742,33560,23566,71773,82410,65804
66256,8,18903,29254,82409,30225,23687,80008,82411,52401
66257,8,29254,18403,33838,82409,80008,32963,68326,82411
66258,8,30225,82409,33838,2763,52401,82411,68326,12170
66259,8,12143,32963,80008,23687,12170,68326,82411,52401
66260,8,18304,28516,82412,21902,28515,48328,82413,71921
66261,8,28516,13715,13723,82412,48328,13729,13746,82413
66262,8,21902,82412,13723,3030,71921,82413,13746,3031
66263,8,3032,13729,48328,28515,3031,13746,82413,71921
66264,8,18304,21902,82412,28516,21903,38104,82415,74773
66265,8,21902,3030,13723,82412,38104,21899,82414,82415
66266,8,28516,82412,13723,13715,74773,82415,82414,34343
66267,8,18460,21899,38104,21903,34343,82414,82415,74773
66268,8,1904,1905,82416,33041,9421,9444,82417,62670
66269,8,1905,113,30025,82416,9444,1929,76074,82417
66270,8,33041,82416,30025,18117,62670,82417,76074,33038
66271,8,1928,1929,9444,9421,33038,76074,82417,62670
66272,8,18117,30025,82416,33041,30023,68438,82418,65510
66273,8,30025,113,1905,82416,68438,9374,9395,82418
66274,8,33041,82416,1905,1904,65510,82418,9395,9373
66275,8,9358,9374,68438,30023,9373,9395,82418,65510
66276,8,10448,10503,82419,34142,10506,10548,82420,76793
66277,8,10503,10447,28360,82419,10548,10484,68490,82420
66278,8,34142,82419,28360,18218,76793,82420,68490,30184
66279,8,10440,10484,10548,10506,30184,68490,82420,76793
66280,8,10448,34142,82419,10503,10494,71597,82421,10542
66281,8,34142,18218,28360,82419,71597,33588,74227,82421
66282,8,10503,82419,28360,10447,10542,82421,74227,10493
66283,8,2304,33588,71597,10494,10493,74227,82421,10542
66284,8,146,2428,82422,29241,3038,13784,82423,49966
66285,8,2428,2429,34453,82422,13784,13773,77358,82423
66286,8,29241,82422,34453,18292,49966,82423,77358,29083
66287,8,3037,13773,13784,3038,29083,77358,82423,49966
66288,8,146,29241,82422,2428,10880,52337,82424,10892
66289,8,29241,18292,34453,82422,52337,30204,77311,82424
66290,8,2428,82422,34453,2429,10892,82424,77311,10881
66291,8,10870,30204,52337,10880,10881,77311,82424,10892
66292,8,2688,11796,82425,22055,30518,65784,82427,81320
66293,8,11796,2682,34272,82425,65784,30788,82426,82427
66294,8,22055,82425,34272,18346,81320,82427,82426,32165
66295,8,18376,30788,65784,30518,32165,82426,82427,81320
66296,8,18346,34272,82425,22055,22056,73550,82428,38277
66297,8,34272,2682,11796,82425,73550,2683,11805,82428
66298,8,22055,82425,11796,2688,38277,82428,11805,2687
66299,8,178,2683,73550,22056,2687,11805,82428,38277
66300,8,11825,11827,82429,26114,11826,11834,82430,74729
66301,8,11827,2679,30782,82429,11834,11828,69283,82430
66302,8,26114,82429,30782,18376,74729,82430,69283,33923
66303,8,2628,11828,11834,11826,33923,69283,82430,74729
66304,8,18376,30782,82429,26114,30789,58343,82431,68575
66305,8,30782,2679,11827,82429,58343,2678,11839,82431
66306,8,26114,82429,11827,11825,68575,82431,11839,11830
66307,8,179,2678,58343,30789,11830,11839,82431,68575
66308,8,7918,32428,82432,7984,7979,63257,82434,8033
66309,8,32428,18015,32068,82432,63257,32036,82433,82434
66310,8,7984,82432,32068,7913,8033,82434,82433,7963
66311,8,7916,32036,63257,7979,7963,82433,82434,8033
66312,8,7913,32068,82432,7984,29560,57974,82435,50724
66313,8,32068,18015,32428,82432,57974,21609,76410,82435
66314,8,7984,82432,32428,7918,50724,82435,76410,29559
66315,8,18016,21609,57974,29560,29559,76410,82435,50724
66316,8,17718,31457,82436,21582,24984,55849,82437,42077
66317,8,31457,17710,19246,82436,55849,24061,80350,82437
66318,8,21582,82436,19246,17775,42077,82437,80350,24982
66319,8,17716,24061,55849,24984,24982,80350,82437,42077
66320,8,17718,21582,82436,31457,33351,68611,82438,74991
66321,8,21582,17775,19246,82436,68611,28992,75973,82438
66322,8,31457,82436,19246,17710,74991,82438,75973,29109
66323,8,17785,28992,68611,33351,29109,75973,82438,74991
66324,8,2386,10752,82439,34249,2387,10769,82440,79910
66325,8,10752,2396,21698,82439,10769,2397,37854,82440
66326,8,34249,82439,21698,18273,79910,82440,37854,21697
66327,8,143,2397,10769,2387,21697,37854,82440,79910
66328,8,18273,21698,82439,34249,29195,53140,82441,79912
66329,8,21698,2396,10752,82439,53140,10739,10767,82441
66330,8,34249,82439,10752,2386,79912,82441,10767,10751
66331,8,10735,10739,53140,29195,10751,10767,82441,79912
66332,8,1622,1621,82442,31231,8941,8963,82444,60127
66333,8,1621,1620,34706,82442,8963,8951,82443,82444
66334,8,31231,82442,34706,18789,60127,82444,82443,20009
66335,8,692,8951,8963,8941,20009,82443,82444,60127
66336,8,18789,34706,82442,31231,29691,82445,82446,58006
66337,8,34706,1620,1621,82442,82445,32095,77558,82446
66338,8,31231,82442,1621,1622,58006,82446,77558,32074
66339,8,18044,32095,82445,29691,32074,77558,82446,58006
66340,8,1620,34707,82447,34706,8951,82448,82449,82443
66341,8,34707,17729,20008,82447,82448,20010,35945,82449
66342,8,34706,82447,20008,18789,82443,82449,35945,20009
66343,8,692,20010,82448,8951,20009,35945,82449,82443
66344,8,18789,20008,82447,34706,29691,68553,82451,82445
66345,8,20008,17729,34707,82447,68553,28534,82450,82451
66346,8,34706,82447,34707,1620,82445,82451,82450,32095
66347,8,18044,28534,68553,29691,32095,82450,82451,82445
66348,8,1620,8950,82452,34707,8951,8962,82453,82448
66349,8,8950,694,23579,82452,8962,693,79674,82453
66350,8,34707,82452,23579,17729,82448,82453,79674,20010
66351,8,692,693,8962,8951,20010,79674,82453,82448
66352,8,17729,23579,82452,34707,28534,79694,82454,82450
66353,8,23579,694,8950,82452,79694,34528,82189,82454
66354,8,34707,82452,8950,1620,82450,82454,82189,32095
66355,8,18044,34528,79694,28534,32095,82189,82454,82450
66356,8,796,27713,82455,5362,5364,69131,82456,5391
66357,8,27713,17684,25445,82455,69131,27087,45425,82456
66358,8,5362,82455,25445,807,5391,82456,45425,808
66359,8,809,27087,69131,5364,808,45425,82456,5391
66360,8,796,5362,82455,27713,20803,80943,82457,46667
66361,8,5362,807,25445,82455,80943,20557,42778,82457
66362,8,27713,82455,25445,17684,46667,82457,42778,25446
66363,8,18782,20557,80943,20803,25446,42778,82457,46667
66364,8,16283,16301,82458,25706,16299,16330,82459,43171
66365,8,16301,53,34650,82458,16330,16304,81490,82459
66366,8,25706,82458,34650,18617,43171,82459,81490,24807
66367,8,3661,16304,16330,16299,24807,81490,82459,43171
66368,8,16283,25706,82458,16301,16288,62267,82460,16327
66369,8,25706,18617,34650,82458,62267,32964,81486,82460
66370,8,16301,82458,34650,53,16327,82460,81486,820
66371,8,821,32964,62267,16288,820,81486,82460,16327
66372,8,17786,33909,82461,21572,21573,75802,82462,37709
66373,8,33909,17779,32054,82461,75802,25871,79346,82462
66374,8,21572,82461,32054,17776,37709,82462,79346,21571
66375,8,17782,25871,75802,21573,21571,79346,82462,37709
66376,8,17786,21572,82461,33909,29111,82463,82464,69115
66377,8,21572,17776,32054,82461,82463,32687,75964,82464
66378,8,33909,82461,32054,17779,69115,82464,75964,30896
66379,8,17785,32687,82463,29111,30896,75964,82464,69115
66380,8,6131,27663,82465,6162,30615,53326,82466,76500
66381,8,27663,17863,20263,82465,53326,30616,79415,82466
66382,8,6162,82465,20263,6132,76500,82466,79415,31278
66383,8,17858,30616,53326,30615,31278,79415,82466,76500
66384,8,6132,20263,82465,6162,6163,36236,82467,6204
66385,8,20263,17863,27663,82465,36236,20262,46881,82467
66386,8,6162,82465,27663,6131,6204,82467,46881,6164
66387,8,968,20262,36236,6163,6164,46881,82467,6204
66388,8,17885,34010,82468,24131,24129,73542,82469,40957
66389,8,34010,995,994,82468,73542,6290,6311,82469
66390,8,24131,82468,994,993,40957,82469,6311,6289
66391,8,1025,6290,73542,24129,6289,6311,82469,40957
66392,8,17885,24131,82468,34010,26539,69327,82470,70196
66393,8,24131,993,994,82468,69327,24103,55200,82470
66394,8,34010,82468,994,995,70196,82470,55200,31259
66395,8,17867,24103,69327,26539,31259,55200,82470,70196
66396,8,17898,22463,82471,22642,22462,38772,82472,77674
66397,8,22463,6478,6530,82471,38772,22461,68331,82472
66398,8,22642,82471,6530,69,77674,82472,68331,33834
66399,8,17878,22461,38772,22462,33834,68331,82472,77674
66400,8,17898,22642,82471,22463,22643,38988,82473,45231
66401,8,22642,69,6530,82471,38988,1069,6563,82473
66402,8,22463,82471,6530,6478,45231,82473,6563,6509
66403,8,1070,1069,38988,22643,6509,6563,82473,45231
66404,8,7699,7702,82474,34708,27268,82177,82476,82475
66405,8,7702,7701,22881,82474,82177,22884,61312,82476
66406,8,34708,82474,22881,18932,82475,82476,61312,28716
66407,8,17550,22884,82177,27268,28716,61312,82476,82475
66408,8,18932,22881,82474,34708,28794,48969,82478,82477
66409,8,22881,7701,7702,82474,48969,7711,7731,82478
66410,8,34708,82474,7702,7699,82477,82478,7731,7717
66411,8,7700,7711,48969,28794,7717,7731,82478,82477
66412,8,18932,28717,82479,34708,28716,48804,82480,82475
66413,8,28717,18657,27267,82479,48804,23212,45773,82480
66414,8,34708,82479,27267,7699,82475,82480,45773,27268
66415,8,17550,23212,48804,28716,27268,45773,82480,82475
66416,8,7699,27267,82479,34708,7717,63365,82481,82477
66417,8,27267,18657,28717,82479,63365,33172,63361,82481
66418,8,34708,82479,28717,18932,82477,82481,63361,28794
66419,8,7700,33172,63365,7717,28794,63361,82481,82477
66420,8,647,646,82482,32682,5114,5136,82484,69394
66421,8,646,645,34709,82482,5136,5106,82483,82484
66422,8,32682,82482,34709,17718,69394,82484,82483,29133
66423,8,5086,5106,5136,5114,29133,82483,82484,69394
66424,8,647,32682,82482,646,5037,60803,82486,5062
66425,8,32682,17718,34709,82482,60803,32683,82485,82486
66426,8,646,82482,34709,645,5062,82486,82485,5038
66427,8,5028,32683,60803,5037,5038,82485,82486,5062
66428,8,17716,24984,82487,34421,33933,69382,82488,76415
66429,8,24984,17718,34709,82487,69382,29133,82483,82488
66430,8,34421,82487,34709,645,76415,82488,82483,5106
66431,8,5086,29133,69382,33933,5106,82483,82488,76415
66432,8,17716,34421,82487,24984,34611,80946,82489,81285
66433,8,34421,645,34709,82487,80946,5038,82485,82489
66434,8,24984,82487,34709,17718,81285,82489,82485,32683
66435,8,5028,5038,80946,34611,32683,82485,82489,81285
66436,8,17931,33948,82490,25825,23355,69582,82491,43342
66437,8,33948,1165,6891,82490,69582,1166,6936,82491
66438,8,25825,82490,6891,6828,43342,82491,6936,6892
66439,8,1167,1166,69582,23355,6892,6936,82491,43342
66440,8,6828,6891,82490,25825,32917,80430,82492,61997
66441,8,6891,1165,33948,82490,80430,32920,69577,82492
66442,8,25825,82490,33948,17931,61997,82492,69577,26632
66443,8,17930,32920,80430,32917,26632,69577,82492,61997
66444,8,54,830,82493,25589,3683,16324,82495,71017
66445,8,830,829,19207,82493,16324,16297,82494,82495
66446,8,25589,82493,19207,17789,71017,82495,82494,33956
66447,8,3682,16297,16324,3683,33956,82494,82495,71017
66448,8,54,25589,82493,830,5479,58867,82496,5503
66449,8,25589,17789,19207,82493,58867,19236,35113,82496
66450,8,830,82493,19207,829,5503,82496,35113,5476
66451,8,5456,19236,58867,5479,5476,35113,82496,5503
66452,8,13891,13899,82497,33022,13897,13934,82499,62600
66453,8,13899,13889,34710,82497,13934,13900,82498,82499
66454,8,33022,82497,34710,18471,62600,82499,82498,32178
66455,8,3052,13900,13934,13897,32178,82498,82499,62600
66456,8,13891,33022,82497,13899,13916,73424,82501,13952
66457,8,33022,18471,34710,82497,73424,34206,82500,82501
66458,8,13899,82497,34710,13889,13952,82501,82500,13925
66459,8,13890,34206,73424,13916,13925,82500,82501,13952
66460,8,13884,32695,82502,13921,13922,69638,82503,13947
66461,8,32695,18471,34710,82502,69638,32178,82498,82503
66462,8,13921,82502,34710,13889,13947,82503,82498,13900
66463,8,3052,32178,69638,13922,13900,82498,82503,13947
66464,8,13884,13921,82502,32695,13926,13953,82504,72578
66465,8,13921,13889,34710,82502,13953,13925,82500,82504
66466,8,32695,82502,34710,18471,72578,82504,82500,34206
66467,8,13890,13925,13953,13926,34206,82500,82504,72578
66468,8,6134,33827,82505,34711,6178,73781,82507,82506
66469,8,33827,17858,31280,82505,73781,31648,56521,82507
66470,8,34711,82505,31280,18810,82506,82507,56521,31649
66471,8,953,31648,73781,6178,31649,56521,82507,82506
66472,8,18810,31280,82505,34711,31279,55250,82509,82508
66473,8,31280,17858,33827,82505,55250,31277,68203,82509
66474,8,34711,82505,33827,6134,82508,82509,68203,6181
66475,8,6137,31277,55250,31279,6181,68203,82509,82508
66476,8,18810,34365,82510,34711,31649,75125,82511,82506
66477,8,34365,6140,6177,82510,75125,6176,6211,82511
66478,8,34711,82510,6177,6134,82506,82511,6211,6178
66479,8,953,6176,75125,31649,6178,6211,82511,82506
66480,8,6134,6177,82510,34711,6181,6215,82512,82508
66481,8,6177,6140,34365,82510,6215,6168,81816,82512
66482,8,34711,82510,34365,18810,82508,82512,81816,31279
66483,8,6137,6168,6215,6181,31279,81816,82512,82508
66484,8,1286,29439,82513,7757,1285,74375,82514,7813
66485,8,29439,17965,31185,82513,74375,31188,54985,82514
66486,8,7757,82513,31185,1399,7813,82514,54985,7780
66487,8,1284,31188,74375,1285,7780,54985,82514,7813
66488,8,1067,19016,82515,1066,24995,42096,82516,72745
66489,8,19016,17594,25740,82515,42096,23125,54417,82516
66490,8,1066,82515,25740,1065,72745,82516,54417,30988
66491,8,17592,23125,42096,24995,30988,54417,82516,72745
66492,8,1067,1066,82515,19016,6419,6466,82517,34885
66493,8,1066,1065,25740,82515,6466,6415,45890,82517
66494,8,19016,82515,25740,17594,34885,82517,45890,19000
66495,8,6367,6415,6466,6419,19000,45890,82517,34885
66496,8,1193,6894,82518,22534,6855,6941,82519,38869
66497,8,6894,1174,34091,82518,6941,1173,78859,82519
